task,num_simulations,num_observation,algorithm,C2ST,MMD,MEDDIST,NLTP,RT,KSD,folder
gaussian_linear_uniform,10³,4,100 2 .5,0.9976,0.19940156,2.0041163,,0.023761852582295736,8.972812802401636,e696cb3c-11b3-4908-8e3b-c8b660f85cc2
bernoulli_glm,10³,8,100 .5 .8,0.99975,0.7506668000000001,25.707703,,0.018931059042612712,12.193164391331859,e35512ea-75ef-48fd-8758-9af899892751
gaussian_linear,10⁴,6,1000 .5 .8,0.9618,0.05812502,1.5348015,,0.025177284081776937,12.333725436736415,102af0a9-b4e9-4df9-a53e-75c08674c498
bernoulli_glm_raw,10³,6,100 .5 .2,0.99955,0.39967138,5.0,,0.017177764574686685,10.244747275122,5d6a566f-0d95-42eb-9889-e69ffcfee7ed
sir,10³,2,1000 .5 .8,0.99735,0.5624085999999999,400.01938,,0.4415343920389811,19.459230665209404,381ff32e-ca6a-4088-86f5-12cefb13d0f1
bernoulli_glm,10³,9,1000 .5 .2,0.99975,0.5946321,50.224953,,0.01641632318496704,6.641636896623856,9bba13b3-095b-400f-ad9e-d3963fa56681
gaussian_mixture,10⁴,10,1000 2 .5,0.8503,0.4536019,2.8619113,,0.033672444025675465,10.793027799352078,c1e0eb06-0b40-4fd2-9ab7-186da9095348
gaussian_linear_uniform,10⁵,9,1000 .5 .8 KDE,0.87415,0.11988485,1.7834716,,0.2984591484069824,5.922075883019757,f7bb86b2-6dae-40e7-8e20-06e081e6c019
gaussian_linear,10⁵,6,1000 .5 .5 KDE,0.7265,0.041351676,1.5450304,,0.10290474096934,11.44193406203475,bf699b2b-ab8f-4704-9a8d-8e5846d2fcae
gaussian_linear_uniform,10³,6,100 2 .2,0.9977,0.23450214,2.0445201,,0.015826284885406494,9.041202053168881,8584fd1c-a940-4817-8f21-8afd6a2d6f5f
gaussian_linear,10⁵,3,100 .5 .8 KDE,0.98635,0.14341164,1.4042964,,0.07908873558044434,13.302781457067931,68809d18-214c-4c2a-862a-2989435d6ebb
gaussian_linear_uniform,10⁵,10,100 .5 .5,0.99845,0.12577796,1.2941841,,0.5367725372314454,10.987901943029089,7f62eb16-ba07-4858-b24d-f98dbf71ff8d
lotka_volterra,10⁵,2,100 .5 .2 KDE,0.9927,0.50896513,19.633213,,28.34062296549479,20.036391799018837,3790206b-232a-447c-b4d1-4369adb12949
bernoulli_glm,10⁵,3,1000 .5 .2 KDE,0.8094,0.09339005,13.623922,,0.4484532038370768,10.631142120382961,3bbac59e-94b8-42f7-a9bf-ff8f99203fe5
slcp,10³,4,1000 2 .2 KDE,0.99155,0.39324826,11.620811,,0.04442936579386393,36.16199353622713,a4ca2ce8-c368-4104-bc61-4e4621196a0c
gaussian_mixture,10³,10,100 2 .2 KDE,0.8833,0.44578058,2.1524334,,0.025245145956675208,9.997774754731779,2a0976d3-54bc-437d-bbc3-323a42a52c73
sir,10⁴,9,100 .5 .5,0.8065,0.12180483,26.372332,,0.8273857116699219,16.928917950240713,16deb039-fb57-4001-ae53-60bec9576659
slcp,10³,10,100 .5 .5 KDE,0.96945,0.23699474,5.693054,,0.02285200754801432,34.14111634791213,16c3d571-d4ed-4768-a331-71a481ae19ed
gaussian_linear_uniform,10⁴,10,1000 .5 .8 KDE,0.9649,0.2898071,2.239406,,0.07494284311930338,5.868941850106357,1b1317aa-b8bf-497e-b584-946b621db964
bernoulli_glm_raw,10⁴,1,100 .5 .2 KDE,0.9739,0.35456747,3.8729835,,0.06250199874242147,11.820111296532131,24571f4d-4400-4a47-ae83-c7305b6b61fd
sir,10³,1,100 2 .2,0.94245,0.45087057,37.99342,,0.4499065081278483,16.79147390765412,0605a1c2-5abe-49d0-8462-732ff6eabe8a
bernoulli_glm,10³,10,1000 .5 .5 KDE,0.9989,0.57811403,46.8892,,0.106012225151062,7.648365266972727,eb3a245a-8515-4510-8f16-12cd7126ff20
slcp,10⁵,2,1000 2 .5,0.9861,0.14877045,21.415134,,0.1853524208068848,38.67955398034759,4f91b817-1410-4de9-b0f1-8ef080bea279
two_moons,10³,3,100 2 .8 KDE,0.9483,0.005705476,0.19405949,,0.02070438067118327,inf,1bf96f0e-d94e-4997-bb50-d807fc1aa384
